Customer_ID,Age,Gender,Days_Since_Last_Purchase,CLTV,Avg_Txn_Value,Fav_Category,Return_Rate,Fav_Payment_Method,Churn
17373,62,Female,227,26413,2401.181818181818,Electronics,0.2727272727272727,Cash,1
29071,52,Male,373,11898,1983.0,Books,0.3333333333333333,Cash,0
16819,65,Female,267,19902,4975.5,Books,1.0,Cash,0
1172,46,Female,65,17998,3599.6,Clothing,0.2,Credit Card,0
25671,60,Male,603,10744,1790.6666666666667,Clothing,0.3333333333333333,Credit Card,0
22888,30,Male,93,20432,2270.222222222222,Books,0.2222222222222222,Credit Card,0
23021,36,Male,216,5595,2797.5,Books,0.0,Cash,1
6385,70,Male,482,8031,2007.75,Books,0.25,Cash,0
47093,42,Female,352,13572,2714.4,Books,0.2,Cash,1
8679,41,Male,597,14435,3608.75,Books,0.0,Cash,1
4733,36,Male,779,12903,3225.75,Clothing,0.5,Cash,0
18920,38,Female,367,25687,2854.1111111111113,Electronics,0.5555555555555556,Cash,0
22055,29,Male,338,24062,3007.75,Books,0.375,Credit Card,0
49100,44,Male,453,5786,1928.6666666666667,Clothing,0.6666666666666666,PayPal,0
581,63,Male,474,11882,2970.5,Home,0.25,Cash,0
11995,21,Female,174,16532,3306.4,Books,0.6,Credit Card,0
5274,56,Female,170,21185,3026.4285714285716,Electronics,0.14285714285714285,Credit Card,0
30749,42,Male,308,20331,4066.2,Clothing,0.0,PayPal,0
32664,48,Female,197,3264,1088.0,Clothing,1.0,Credit Card,1
35961,22,Male,155,10328,2065.6,Electronics,1.0,Cash,0
42597,70,Female,58,22090,2761.25,Clothing,0.25,PayPal,0
11218,24,Female,288,8795,1465.8333333333333,Clothing,0.6666666666666666,Credit Card,0
645,45,Female,132,13953,2325.5,Home,0.5,Credit Card,1
5384,66,Female,595,3666,1833.0,Home,0.5,Credit Card,0
34786,50,Female,373,10952,2738.0,Books,0.0,Credit Card,0
16351,52,Female,192,9806,1961.2,Books,0.2,Cash,0
31079,59,Male,413,19953,3990.6,Home,0.6,Credit Card,0
47174,37,Female,632,6533,1306.6,Electronics,0.6,Credit Card,1
29191,39,Male,172,15456,1932.0,Books,0.625,Cash,0
46532,64,Male,261,3323,3323.0,Books,0.0,Credit Card,0
4896,41,Male,143,9575,2393.75,Books,0.25,Cash,1
9135,30,Female,140,13890,2778.0,Clothing,0.0,Credit Card,0
43611,23,Female,162,12448,1556.0,Books,0.25,Cash,0
44795,28,Female,515,17175,2862.5,Books,0.3333333333333333,Cash,0
26095,66,Female,592,25158,3144.75,Clothing,0.375,Credit Card,0
12921,50,Male,163,25912,3701.714285714286,Books,0.42857142857142855,PayPal,0
31621,29,Female,277,10194,2038.8,Electronics,0.6,PayPal,1
19314,62,Female,121,28092,2809.2,Books,0.2,PayPal,0
34363,69,Female,460,18670,3734.0,Clothing,0.2,Cash,0
4480,42,Female,121,13228,4409.333333333333,Home,0.6666666666666666,Cash,0
36118,29,Female,292,12946,2589.2,Books,0.4,Cash,0
27670,41,Female,422,4795,2397.5,Clothing,0.5,Cash,0
32259,24,Female,156,16068,2295.4285714285716,Clothing,0.42857142857142855,Credit Card,0
10786,54,Female,324,15300,2550.0,Clothing,0.3333333333333333,Cash,1
39742,60,Female,166,15611,3122.2,Clothing,0.6,Cash,0
42682,45,Female,60,29973,2997.3,Home,0.5,Credit Card,0
29450,29,Female,219,7868,1573.6,Books,0.6,Cash,1
18261,39,Male,258,11271,1878.5,Books,0.16666666666666666,Cash,0
12495,29,Female,368,6875,2291.6666666666665,Home,0.6666666666666666,Credit Card,0
45004,43,Female,187,24263,3032.875,Electronics,0.5,Credit Card,0
16546,34,Female,417,22168,3694.6666666666665,Clothing,0.16666666666666666,PayPal,0
12499,30,Male,373,9506,2376.5,Home,0.75,PayPal,1
12709,40,Male,410,15012,2502.0,Clothing,0.5,Credit Card,1
15725,22,Female,1324,1304,1304.0,Home,1.0,Credit Card,0
11550,35,Female,495,20457,3409.5,Books,0.5,Cash,0
14801,35,Female,650,16153,2692.1666666666665,Books,0.3333333333333333,Credit Card,0
14865,27,Male,292,22732,3247.4285714285716,Electronics,0.42857142857142855,Cash,0
30587,36,Female,120,14399,2879.8,Home,0.2,Cash,0
20770,23,Female,475,1143,571.5,Books,0.5,Cash,1
23205,46,Female,35,19243,2749.0,Clothing,0.7142857142857143,Credit Card,0
47655,50,Male,136,14698,2939.6,Books,0.4,Credit Card,1
27369,28,Female,95,12976,2162.6666666666665,Electronics,0.3333333333333333,Cash,0
15976,25,Male,467,16972,2424.5714285714284,Home,0.2857142857142857,Cash,0
19761,50,Male,230,13600,2720.0,Home,0.4,Cash,0
29734,43,Female,89,35294,3208.5454545454545,Electronics,0.2727272727272727,PayPal,0
5949,56,Female,499,11498,2874.5,Books,0.75,Credit Card,0
21989,69,Male,233,18322,3053.6666666666665,Electronics,0.5,PayPal,0
44739,29,Male,662,18976,2108.4444444444443,Books,0.7777777777777778,Credit Card,0
28741,40,Female,133,16419,2345.5714285714284,Home,0.8571428571428571,Credit Card,0
17315,56,Female,261,9432,3144.0,Home,0.3333333333333333,Cash,0
48743,32,Male,354,22272,3181.714285714286,Home,0.42857142857142855,PayPal,0
10487,23,Male,993,5445,1815.0,Clothing,0.3333333333333333,Cash,0
36200,45,Female,61,15426,2571.0,Books,0.3333333333333333,PayPal,1
35755,46,Female,215,11058,1843.0,Electronics,0.3333333333333333,Cash,0
1595,47,Male,155,12110,1513.75,Home,0.5,Cash,0
29425,24,Male,237,14775,2462.5,Books,0.5,PayPal,1
18678,48,Male,183,16542,4135.5,Clothing,0.5,Cash,0
49452,54,Female,189,27249,3406.125,Home,0.25,PayPal,0
42417,32,Male,370,16896,2816.0,Clothing,0.16666666666666666,Cash,0
27879,31,Female,620,8584,1716.8,Clothing,0.6,Credit Card,0
16141,19,Female,129,7493,1873.25,Books,0.0,Credit Card,0
44337,38,Female,960,10677,3559.0,Books,0.3333333333333333,PayPal,0
17222,21,Female,472,15915,3183.0,Electronics,0.2,Credit Card,0
17407,45,Male,465,14249,2849.8,Electronics,0.8,Cash,0
41505,68,Female,65,6799,1699.75,Clothing,0.5,Credit Card,0
46928,22,Male,528,10754,2150.8,Books,0.6,Credit Card,0
11667,53,Male,320,14724,2944.8,Home,0.2,Credit Card,0
16611,21,Female,320,11057,2211.4,Books,0.4,Cash,0
26158,30,Female,574,3726,1863.0,Books,1.0,Cash,0
37123,58,Female,142,17149,3429.8,Home,0.6,Credit Card,0
25240,60,Male,872,10390,3463.3333333333335,Clothing,0.0,Cash,0
8662,68,Female,138,17535,2922.5,Electronics,0.5,Cash,0
16541,64,Male,318,21774,4354.8,Clothing,0.6,Cash,0
44195,19,Female,155,12975,3243.75,Books,0.0,Credit Card,0
1457,32,Male,333,10363,3454.3333333333335,Books,1.0,PayPal,0
35797,55,Male,35,23611,3373.0,Electronics,0.42857142857142855,Credit Card,0
45410,59,Male,706,13639,2727.8,Electronics,0.0,Cash,1
3649,42,Male,185,20584,2573.0,Books,0.0,Cash,0
11108,19,Male,116,26154,2615.4,Home,0.4,Credit Card,0
2872,43,Female,216,15098,2156.8571428571427,Home,0.42857142857142855,Cash,0
35374,23,Female,381,19766,2823.714285714286,Home,0.5714285714285714,Credit Card,0
26253,27,Male,207,19000,3166.6666666666665,Books,0.3333333333333333,Cash,0
37744,61,Male,393,26862,2686.2,Books,0.5,Cash,0
1799,70,Female,702,8627,2875.6666666666665,Books,0.3333333333333333,Cash,0
41642,35,Male,836,10760,3586.6666666666665,Books,0.6666666666666666,Cash,0
26818,60,Male,358,11530,2306.0,Clothing,0.8,Cash,0
34436,35,Male,169,11297,2259.4,Home,0.4,Credit Card,0
44131,24,Female,137,15837,2639.5,Electronics,0.6666666666666666,Credit Card,0
28763,56,Female,248,20443,4088.6,Electronics,0.8,Cash,0
29393,32,Male,223,11537,3845.6666666666665,Clothing,0.0,PayPal,0
39829,50,Female,94,23539,3923.1666666666665,Books,0.5,Credit Card,0
38,44,Female,352,11437,2859.25,Home,0.5,Cash,0
11217,30,Female,224,9876,1975.2,Books,0.6,Credit Card,0
34089,46,Female,481,27649,3072.1111111111113,Books,0.7777777777777778,Cash,0
26191,43,Female,437,20540,2934.285714285714,Clothing,0.5714285714285714,Credit Card,0
40838,45,Male,375,22521,3217.285714285714,Books,0.2857142857142857,Cash,1
1360,59,Male,151,14649,3662.25,Home,0.0,Cash,0
34784,33,Male,292,11397,1628.142857142857,Electronics,0.2857142857142857,Cash,0
33112,20,Female,563,8242,2747.3333333333335,Books,0.3333333333333333,Cash,0
10823,26,Male,482,16772,3354.4,Home,0.4,Cash,0
4292,33,Female,196,18389,3677.8,Home,0.2,Cash,0
21309,59,Male,138,13957,2791.4,Books,0.4,PayPal,0
21217,22,Male,156,19056,2722.285714285714,Home,0.42857142857142855,Cash,0
4391,28,Male,222,5333,2666.5,Clothing,0.5,Credit Card,0
16341,64,Female,246,22160,4432.0,Clothing,0.4,PayPal,0
16226,56,Female,212,18053,3008.8333333333335,Electronics,0.16666666666666666,Cash,0
13609,32,Male,715,14711,2451.8333333333335,Books,0.5,Cash,0
12072,55,Male,626,11072,2768.0,Home,0.5,Credit Card,0
141,41,Male,443,26395,2932.777777777778,Home,0.3333333333333333,PayPal,0
34186,43,Male,60,13656,3414.0,Books,0.75,PayPal,0
6927,24,Male,348,18480,3080.0,Electronics,0.16666666666666666,PayPal,0
2570,51,Female,200,5678,2839.0,Books,0.5,Cash,1
44658,62,Male,892,7391,2463.6666666666665,Home,1.0,Cash,0
18995,56,Male,290,12592,2518.4,Home,0.0,Cash,0
22790,54,Male,668,12935,2155.8333333333335,Books,0.3333333333333333,Cash,0
41098,24,Female,285,14661,3665.25,Books,0.5,Cash,0
23642,23,Female,188,29524,2952.4,Electronics,0.4,PayPal,1
43373,28,Male,591,4687,1171.75,Clothing,0.5,PayPal,0
49158,31,Male,154,8920,1784.0,Books,0.6,Cash,0
29175,58,Female,1027,9642,3214.0,Books,0.3333333333333333,Credit Card,0
30846,25,Male,304,23541,2615.6666666666665,Books,0.5555555555555556,Cash,0
3927,39,Male,314,18024,2253.0,Books,0.75,Credit Card,0
20509,50,Male,126,24207,2689.6666666666665,Home,0.6666666666666666,Credit Card,0
33337,63,Female,284,11936,2984.0,Books,0.0,Credit Card,0
25332,25,Male,254,10460,2615.0,Electronics,0.0,PayPal,0
40325,37,Male,434,12934,2586.8,Electronics,0.4,Cash,0
42436,48,Male,544,11931,2386.2,Home,0.2,Cash,0
45524,28,Female,144,17717,2531.0,Electronics,0.7142857142857143,PayPal,0
9409,54,Male,453,3769,1884.5,Electronics,1.0,Credit Card,0
24692,26,Male,189,17138,2856.3333333333335,Electronics,0.3333333333333333,Credit Card,0
28843,32,Male,290,9234,3078.0,Home,0.6666666666666666,Cash,0
13219,46,Female,188,11559,1926.5,Electronics,0.5,Cash,1
36390,65,Female,571,11652,2913.0,Books,0.75,Credit Card,0
21606,48,Male,242,18658,2332.25,Electronics,0.5,Credit Card,0
5228,45,Male,582,9305,2326.25,Clothing,0.25,Cash,0
4470,22,Female,36,13718,1714.75,Home,0.375,PayPal,0
24690,63,Male,826,9365,2341.25,Electronics,0.0,Cash,0
9535,59,Female,129,24260,2695.5555555555557,Home,0.3333333333333333,Cash,0
20861,19,Male,92,20718,2589.75,Clothing,0.25,Cash,0
43824,32,Male,175,14769,2461.5,Books,0.3333333333333333,Credit Card,0
37725,36,Male,223,20258,2532.25,Books,0.375,Credit Card,0
41741,48,Female,275,30757,2563.0833333333335,Clothing,0.4166666666666667,PayPal,0
29002,47,Male,129,12748,2549.6,Clothing,0.2,Cash,0
42483,59,Female,226,17469,2495.5714285714284,Books,0.14285714285714285,Credit Card,0
13759,52,Female,554,12194,3048.5,Clothing,0.25,Cash,0
40324,57,Male,657,8696,1449.3333333333333,Electronics,0.5,Cash,0
21973,40,Female,30,13444,3361.0,Clothing,0.5,Cash,1
21699,49,Female,304,24273,4045.5,Books,0.3333333333333333,Credit Card,0
46502,66,Male,171,22824,3260.5714285714284,Books,0.42857142857142855,Cash,0
17686,42,Male,411,10363,2590.75,Home,1.0,Credit Card,0
26539,55,Male,162,24980,3122.5,Home,0.375,Cash,0
27798,40,Female,64,3954,1977.0,Books,1.0,PayPal,0
20264,31,Female,139,13438,2687.6,Books,0.6,Cash,1
20670,21,Male,464,23307,2913.375,Books,0.375,Credit Card,1
9159,35,Male,33,12988,2164.6666666666665,Books,0.5,Cash,1
20124,42,Male,60,11500,1916.6666666666667,Books,0.6666666666666666,PayPal,0
20974,30,Female,124,7249,1449.8,Books,0.4,Cash,0
25650,68,Female,61,17138,2856.3333333333335,Books,0.5,PayPal,0
18732,40,Female,517,6910,1727.5,Electronics,0.5,PayPal,0
43398,56,Female,160,16129,3225.8,Electronics,0.8,Cash,0
38963,34,Male,261,10581,2645.25,Clothing,0.75,PayPal,0
42818,22,Female,367,5998,2999.0,Books,1.0,Credit Card,0
25299,31,Male,962,9996,3332.0,Books,0.6666666666666666,Credit Card,0
1205,38,Female,164,9837,2459.25,Electronics,0.5,Cash,0
33895,23,Female,138,8811,1258.7142857142858,Home,0.42857142857142855,Credit Card,0
9633,64,Male,310,8687,2171.75,Clothing,0.75,PayPal,0
23328,27,Male,157,12173,2434.6,Clothing,0.2,Credit Card,0
5860,44,Male,136,15123,3780.75,Electronics,0.5,PayPal,0
1182,20,Female,280,25768,2576.8,Clothing,0.3,Credit Card,1
45329,21,Male,321,10566,2641.5,Clothing,0.25,Credit Card,0
2032,51,Male,173,24454,2717.1111111111113,Home,0.2222222222222222,PayPal,0
35188,24,Female,245,14511,3627.75,Books,0.5,Credit Card,0
20070,64,Female,384,13403,3350.75,Home,0.0,Cash,0
4898,66,Female,125,21048,3006.8571428571427,Electronics,0.5714285714285714,Cash,0
43584,28,Male,203,14780,3695.0,Books,0.5,Cash,0
35260,61,Female,58,15876,3175.2,Books,0.6,Cash,0
28128,69,Female,35,19709,3941.8,Home,0.4,Credit Card,0
49303,25,Female,385,24309,3038.625,Books,0.125,Credit Card,0
12259,31,Female,796,13877,2775.4,Electronics,0.6,Credit Card,0
9908,51,Male,126,16344,2724.0,Books,0.3333333333333333,Credit Card,0
42134,33,Female,255,19762,2195.777777777778,Home,0.3333333333333333,Cash,0
49485,31,Female,119,13023,1860.4285714285713,Home,0.14285714285714285,Cash,0
24749,40,Male,617,4772,1590.6666666666667,Clothing,0.3333333333333333,Cash,0
4994,66,Male,804,7299,2433.0,Home,0.3333333333333333,PayPal,0
4067,53,Male,223,13617,2269.5,Books,0.16666666666666666,Cash,0
9570,40,Female,174,31784,3531.5555555555557,Clothing,0.4444444444444444,Cash,0
31378,24,Female,393,16567,2761.1666666666665,Electronics,0.5,PayPal,0
11934,52,Female,408,25256,3608.0,Books,0.2857142857142857,Cash,0
19162,36,Male,116,26538,3791.1428571428573,Electronics,0.14285714285714285,PayPal,1
34566,68,Female,440,25511,3644.4285714285716,Books,0.42857142857142855,Cash,0
35990,43,Male,279,34151,3104.6363636363635,Books,0.5454545454545454,Credit Card,0
30843,70,Female,840,10847,3615.6666666666665,Electronics,0.3333333333333333,PayPal,0
20736,52,Male,276,11955,1992.5,Books,0.5,Cash,1
37663,45,Male,340,15139,3027.8,Electronics,0.0,Credit Card,0
32904,57,Male,376,9426,2356.5,Electronics,0.25,PayPal,0
17058,44,Male,496,16693,2384.714285714286,Clothing,0.14285714285714285,Cash,0
11680,53,Female,594,8987,2246.75,Books,1.0,PayPal,0
36466,42,Female,137,16725,2389.285714285714,Electronics,0.5714285714285714,Credit Card,0
14916,54,Male,188,31307,3913.375,Electronics,0.5,PayPal,0
41012,32,Male,732,9628,3209.3333333333335,Electronics,0.0,Cash,0
7270,60,Male,122,8269,2067.25,Clothing,0.25,Cash,0
44681,56,Female,94,16675,3335.0,Electronics,0.2,Cash,1
30625,35,Male,253,20214,2887.714285714286,Books,0.42857142857142855,Cash,1
45053,26,Male,163,31455,3145.5,Clothing,0.4,Credit Card,0
972,57,Male,143,18954,2707.714285714286,Home,0.2857142857142857,PayPal,0
14089,36,Female,268,15922,2653.6666666666665,Clothing,0.16666666666666666,Credit Card,0
37478,46,Female,523,23374,2921.75,Electronics,0.5,PayPal,0
33546,55,Male,200,16480,2746.6666666666665,Books,0.16666666666666666,PayPal,0
4573,25,Female,1159,10206,3402.0,Clothing,0.3333333333333333,PayPal,0
36563,50,Male,445,18711,3118.5,Electronics,0.16666666666666666,Cash,0
3349,62,Female,192,28465,3558.125,Electronics,0.375,Cash,0
48527,70,Male,213,19860,2482.5,Books,0.625,Cash,0
17074,40,Female,248,14140,2828.0,Clothing,0.6,PayPal,0
25096,21,Male,594,12385,3096.25,Books,1.0,PayPal,1
42356,29,Female,142,10809,2161.8,Books,0.8,Credit Card,1
3367,38,Male,571,14656,2442.6666666666665,Books,0.5,Cash,0
48330,32,Female,356,29026,3628.25,Books,0.25,Credit Card,0
29695,33,Male,170,28434,3159.3333333333335,Clothing,0.2222222222222222,Credit Card,0
27674,22,Male,127,10921,2730.25,Home,0.25,Credit Card,1
40281,69,Male,367,18013,2573.285714285714,Electronics,0.2857142857142857,Credit Card,1
11795,26,Female,204,18771,2681.5714285714284,Home,0.2857142857142857,PayPal,0
33608,44,Male,130,19597,3266.1666666666665,Home,0.5,Credit Card,1
22515,57,Female,281,11498,3832.6666666666665,Books,0.6666666666666666,PayPal,0
34000,66,Female,452,15257,3051.4,Books,0.2,Credit Card,0
35981,49,Female,212,8545,1709.0,Clothing,0.2,Cash,0
23431,21,Female,119,21220,2652.5,Books,0.0,Credit Card,1
22730,53,Female,146,29860,2986.0,Electronics,0.3,Cash,0
49678,40,Female,281,3030,1515.0,Clothing,1.0,Cash,0
23596,52,Female,157,10800,2160.0,Books,0.4,Credit Card,0
43303,61,Male,508,23569,3367.0,Books,0.2857142857142857,Cash,0
44743,67,Female,127,22981,3283.0,Clothing,0.42857142857142855,Credit Card,0
8211,31,Male,497,12417,2483.4,Books,0.2,Cash,0
229,26,Female,445,18119,3019.8333333333335,Clothing,0.6666666666666666,Cash,0
42876,40,Female,294,9766,1953.2,Books,0.8,Cash,0
17817,36,Male,1386,1117,1117.0,Books,0.0,PayPal,1
9777,21,Male,447,10248,2562.0,Books,0.5,Credit Card,0
27975,32,Male,230,14131,3532.75,Books,0.5,PayPal,0
17856,21,Female,222,16501,1833.4444444444443,Books,0.2222222222222222,Credit Card,1
28844,51,Female,255,17632,2938.6666666666665,Clothing,0.3333333333333333,PayPal,0
9313,18,Female,432,7263,1452.6,Clothing,0.6,Cash,0
37586,29,Male,721,8411,2102.75,Books,0.5,PayPal,0
30350,48,Female,177,19315,2759.285714285714,Electronics,0.0,Credit Card,0
31288,48,Male,252,9312,1862.4,Clothing,0.4,PayPal,0
39167,46,Male,218,16896,2816.0,Electronics,0.3333333333333333,Cash,1
13745,65,Female,65,18914,2702.0,Clothing,0.42857142857142855,Cash,0
18269,40,Female,524,8688,2172.0,Clothing,0.25,PayPal,0
6159,51,Male,115,24405,2711.6666666666665,Electronics,0.4444444444444444,PayPal,0
7507,39,Female,231,12447,2074.5,Electronics,0.0,PayPal,0
28255,65,Male,154,11593,2898.25,Books,0.25,Cash,0
47727,22,Male,155,10408,2602.0,Books,0.5,Cash,0
34696,25,Female,32,22517,2251.7,Home,0.6,PayPal,0
44501,53,Male,287,8870,2217.5,Home,1.0,Cash,0
21841,48,Male,122,13167,2194.5,Books,0.0,Cash,1
41628,47,Male,672,12439,2487.8,Clothing,0.2,Cash,0
26856,67,Male,36,17145,2857.5,Books,0.5,Credit Card,0
23019,20,Female,217,27197,2719.7,Books,0.4,Credit Card,0
45374,35,Female,510,15882,2647.0,Books,0.8333333333333334,Cash,0
285,35,Female,439,28106,3122.8888888888887,Electronics,0.1111111111111111,Cash,0
4073,43,Male,29,14247,3561.75,Home,0.5,PayPal,0
3721,31,Female,170,22100,2762.5,Electronics,0.5,Cash,0
30180,60,Male,133,15506,3876.5,Books,0.25,PayPal,0
18023,26,Female,344,17322,3464.4,Home,0.8,Cash,0
24279,25,Male,480,18821,2352.625,Books,0.25,PayPal,0
32293,23,Female,279,12561,3140.25,Clothing,0.5,Credit Card,0
27277,27,Female,464,7333,3666.5,Books,0.5,Cash,0
12047,20,Male,657,13514,4504.666666666667,Clothing,0.3333333333333333,Credit Card,0
36712,62,Female,125,26216,3277.0,Electronics,0.25,Cash,0
45117,41,Female,448,20179,3363.1666666666665,Books,0.5,PayPal,1
28359,32,Male,283,14425,3606.25,Clothing,0.5,Cash,0
42208,38,Male,357,10841,2710.25,Electronics,0.5,Cash,0
7014,51,Female,249,21771,3110.1428571428573,Books,0.42857142857142855,Cash,0
2461,33,Male,185,11094,2773.5,Electronics,0.25,PayPal,0
14601,47,Male,67,19654,2807.714285714286,Home,0.7142857142857143,PayPal,1
39902,29,Female,29,11317,3772.3333333333335,Home,0.6666666666666666,PayPal,0
5853,58,Male,95,28215,3526.875,Books,0.375,Cash,0
49143,33,Female,33,3814,1271.3333333333333,Electronics,0.3333333333333333,Cash,0
25810,40,Female,1136,4730,4730.0,Books,0.0,PayPal,0
11364,44,Male,382,18274,1827.4,Books,0.6,PayPal,1
38701,27,Female,367,9868,2467.0,Books,0.75,Credit Card,0
11810,44,Male,293,23863,2386.3,Books,0.4,Credit Card,0
45902,40,Male,404,4457,1485.6666666666667,Clothing,0.3333333333333333,PayPal,0
34055,43,Male,256,9211,2302.75,Books,0.0,Credit Card,1
29563,28,Female,34,12441,2073.5,Clothing,0.5,Cash,1
37608,58,Female,130,17260,2876.6666666666665,Clothing,0.16666666666666666,Credit Card,0
19465,21,Male,358,12092,2418.4,Books,0.4,PayPal,0
31880,39,Female,757,8356,4178.0,Electronics,0.5,Cash,1
17985,58,Male,31,22731,2525.6666666666665,Books,0.5555555555555556,PayPal,0
11709,32,Female,97,13753,1528.111111111111,Books,0.3333333333333333,Credit Card,0
20593,49,Female,454,12776,2129.3333333333335,Books,0.5,Credit Card,0
14914,69,Male,289,15426,3085.2,Books,0.4,Cash,1
9611,30,Male,200,13787,2757.4,Books,0.4,PayPal,1
20064,48,Male,150,7748,1937.0,Clothing,1.0,Cash,0
26263,24,Female,212,27211,3023.4444444444443,Electronics,0.7777777777777778,Cash,1
2247,41,Male,120,20178,3363.0,Electronics,0.5,PayPal,0
37659,36,Female,207,17655,2206.875,Home,0.375,Credit Card,1
11659,49,Female,182,5795,965.8333333333334,Clothing,0.3333333333333333,PayPal,0
12866,68,Male,251,19791,2473.875,Clothing,0.625,Cash,0
36232,40,Female,406,24807,3100.875,Clothing,0.375,PayPal,0
35818,47,Male,325,13686,2737.2,Clothing,0.4,Credit Card,0
10939,36,Male,355,19289,3857.8,Clothing,0.6,Credit Card,0
1353,35,Female,185,14492,2898.4,Home,0.2,Cash,1
39628,35,Male,245,23530,2941.25,Home,0.25,Cash,0
36916,37,Male,311,8914,2228.5,Books,0.75,Cash,0
46815,60,Male,312,31881,3985.125,Electronics,0.75,Credit Card,0
4509,46,Female,280,18981,2109.0,Clothing,0.4444444444444444,PayPal,0
28601,60,Male,470,10372,2593.0,Clothing,0.25,Credit Card,0
32386,21,Male,298,36607,3327.909090909091,Electronics,0.09090909090909091,Credit Card,0
34912,18,Female,300,20587,2287.4444444444443,Books,0.6666666666666666,PayPal,0
25486,64,Female,276,24936,3562.285714285714,Electronics,0.42857142857142855,Cash,0
33219,49,Male,717,7188,3594.0,Electronics,0.5,Cash,0
33524,34,Male,288,20087,2869.5714285714284,Electronics,0.5714285714285714,PayPal,0
39250,65,Female,213,12296,4098.666666666667,Clothing,0.3333333333333333,Cash,0
34200,23,Female,219,13969,1995.5714285714287,Clothing,0.42857142857142855,Cash,0
9357,30,Female,350,18320,3664.0,Books,0.2,Credit Card,0
28865,58,Female,785,12512,2502.4,Books,0.4,PayPal,0
15089,54,Male,440,12300,3075.0,Home,0.25,PayPal,0
41714,66,Male,94,14183,3545.75,Clothing,0.0,PayPal,0
43598,54,Female,230,20280,2535.0,Home,0.375,Cash,0
32358,30,Female,162,16006,2667.6666666666665,Clothing,0.5,PayPal,0
12540,37,Female,428,18657,3109.5,Electronics,0.5,Credit Card,0
22978,34,Male,573,11771,2942.75,Books,0.25,Cash,0
20380,18,Male,475,17294,2882.3333333333335,Clothing,0.6666666666666666,PayPal,1
3123,50,Female,728,10259,2564.75,Clothing,0.75,Cash,0
35048,24,Female,416,3981,1327.0,Electronics,0.0,Cash,0
10889,39,Male,229,25469,2829.8888888888887,Books,0.4444444444444444,Cash,0
48349,29,Female,363,13137,3284.25,Clothing,0.75,Cash,0
24404,18,Male,367,17828,2971.3333333333335,Electronics,0.16666666666666666,PayPal,0
967,34,Male,263,15655,3131.0,Home,0.4,PayPal,0
40778,67,Male,417,19654,3275.6666666666665,Books,0.16666666666666666,Cash,0
34704,40,Male,239,18338,3667.6,Books,0.4,Credit Card,0
29443,61,Male,440,23718,2371.8,Home,0.5,Cash,1
43126,51,Female,356,43045,2869.6666666666665,Books,0.4,PayPal,0
41873,59,Male,406,14879,2479.8333333333335,Clothing,0.3333333333333333,Credit Card,0
23313,54,Female,627,2410,2410.0,Home,0.0,Cash,0
25656,34,Female,415,5231,2615.5,Electronics,0.5,Cash,1
10362,60,Female,133,10158,2031.6,Clothing,0.8,PayPal,0
31135,67,Female,342,14359,2871.8,Books,0.4,Cash,0
24889,51,Female,96,13645,2729.0,Clothing,0.0,Cash,1
30395,53,Female,116,19821,3964.2,Home,0.2,Cash,0
38033,54,Male,182,19790,3298.3333333333335,Books,0.3333333333333333,PayPal,0
16632,66,Male,36,15583,2226.1428571428573,Home,0.5714285714285714,Credit Card,0
15249,58,Female,166,31403,3140.3,Books,0.3,Credit Card,1
28101,66,Male,219,23215,2901.875,Clothing,0.375,PayPal,0
49060,27,Female,182,9606,2401.5,Electronics,0.5,PayPal,0
43810,48,Female,423,18949,2707.0,Books,0.2857142857142857,Cash,0
29421,53,Female,204,12586,3146.5,Books,0.75,Cash,0
15779,21,Male,267,13306,2661.2,Books,0.6,PayPal,1
38790,34,Female,30,13362,3340.5,Clothing,0.25,PayPal,1
25384,59,Female,309,18873,3145.5,Books,0.3333333333333333,PayPal,0
48800,49,Female,502,20008,2858.285714285714,Books,0.42857142857142855,Credit Card,0
29649,59,Male,341,31330,3481.1111111111113,Books,0.2222222222222222,Credit Card,0
22617,32,Female,832,3968,992.0,Clothing,0.25,PayPal,0
40447,64,Male,154,24631,2463.1,Clothing,0.4,Credit Card,0
41685,36,Female,61,34058,3096.181818181818,Clothing,0.36363636363636365,Cash,0
30146,46,Male,704,16144,3228.8,Electronics,0.4,PayPal,1
39097,42,Male,596,10428,2607.0,Books,0.25,PayPal,1
27413,56,Female,663,14686,3671.5,Home,0.25,Credit Card,0
18298,68,Female,466,18373,2624.714285714286,Electronics,0.42857142857142855,Credit Card,0
29138,68,Female,632,9050,1810.0,Books,0.6,Cash,0
30943,51,Male,203,11580,1930.0,Home,0.3333333333333333,Cash,0
8352,35,Male,126,8253,1650.6,Home,0.0,Credit Card,0
49473,49,Male,92,27878,3484.75,Electronics,0.5,PayPal,0
14231,21,Male,161,12912,2152.0,Electronics,0.5,Credit Card,0
45063,52,Male,298,15285,3057.0,Electronics,0.4,Cash,0
10349,55,Male,285,9053,1810.6,Clothing,0.2,Cash,0
48134,48,Female,225,20826,2975.1428571428573,Clothing,0.0,Cash,0
31065,45,Male,142,30131,3347.8888888888887,Books,0.4444444444444444,PayPal,0
28081,60,Male,225,11367,2273.4,Clothing,0.6,Cash,0
2438,59,Male,395,11427,3809.0,Books,0.0,Cash,0
8845,56,Female,272,20661,2951.5714285714284,Clothing,0.7142857142857143,PayPal,0
46530,43,Male,219,19720,3286.6666666666665,Electronics,0.16666666666666666,Cash,0
